DMS ID,x_var,spearman_rho,p_value,n_points,x_unique,y_unique,x_min,x_max,y_min,y_max,spearman_diff_id,sig_diff_ge_0_05
IAV_H1_HA_Wu,prop50,-0.8250830075260457,0.00028046525974375415,14,13,14,0.4753451918824627,0.9690522243713732,0.3773799194088222,0.5096761821636732,0.13229626275485096,True
IAV_H1_NP_Doud,prop50,0.18823529411764706,0.4850866091454682,16,16,16,0.0746169220519653,0.9572649572649572,0.1601541540667732,0.3063179048295451,0.14616375076277188,True
IAV_H3_HA_Lee,prop50,-0.657142857142857,0.007770251358668445,15,15,15,0.0631114092459053,0.9132985658409388,0.2737541333736235,0.3795011840498859,0.10574705067626244,True
IAV_H3_NP_Doud,prop50,0.47142857142857136,0.07607042915033121,15,15,15,0.3061797752808989,0.9572649572649572,0.1704631097400622,0.284154124423585,0.1136910146835228,True
IAV_H5_HA_Dadonaite,prop50,-0.5296703296703297,0.05141659813787076,14,14,14,0.3948673764539356,0.970722186076773,0.302757457332284,0.3571340204511327,0.0543765631188487,True
IAV_NA_Jiang,prop50,0.6259211500945572,0.00949527467125336,16,14,16,0.2643442622950819,0.392814371257485,0.4358332815453657,0.5810792672475316,0.14524598570216585,True
IAV_PA_Wu,prop50,0.463804030113444,0.06075456992103006,17,15,17,0.6940509915014165,0.927536231884058,0.2875164771308495,0.4966275542043161,0.2091110770734666,True
IAV_PB2_Soh,prop50,0.2280809748133659,0.3786102977636938,17,16,17,0.746268656716418,0.9847908745247148,0.1514773123096615,0.2679846280621643,0.11650731575250278,True
IAV_RDRP_Li,prop50,0.8310995275766029,0.00012359050548372766,15,14,15,0.3052415210688592,0.9919312857886518,0.1739167732083021,0.3743201641561039,0.20040339094780182,True
LAMBDA_HCP_Tsuboyama,prop50,-0.5804195804195805,0.04785597684206058,12,12,12,0.0650319284802043,0.5534311172342725,0.1986348158383656,0.4354239376637819,0.2367891218254163,True
LASSA_GP_Carr,prop50,0.09593644138891953,0.7337724800328684,15,9,15,0.4527027027027027,0.8576709796672828,0.2290956224501787,0.3772106055193115,0.14811498306913282,True
NIPAH_F_Larsen,prop50,-0.5695365780298393,0.02128248272085756,16,15,16,0.0076485585408903,0.8888888888888888,0.1800416418853038,0.3451820587831949,0.1651404168978911,True
PESV_POLG_Tsuboyama,prop50,-0.8681318681318682,0.00011910255980042727,13,13,13,0.0048227430408664,0.6907958443434161,0.0542446750148901,0.3818613476939739,0.3276166726790838,True
RmYN02_RBD_Starr,prop50,0.7722937074694601,0.00045478948924348035,16,13,16,0.2567545168241339,0.3260135135135135,-0.2491867118028092,0.1729918403651111,0.42217855216792033,True
RsYN04_RBD_Starr,prop50,0.28484848484848485,0.42503815489214547,10,10,10,0.2548922056384743,0.3282312925170068,-0.0950145841679632,0.108989753609871,0.2040043377778342,True
RshSTT182_RBD_Starr,prop50,,,0,0,0,,,,,,False
SARS1_RBD_Starr,prop50,,,0,0,0,,,,,,False
SARS2_BA1_SPIKE_Dadonaite,prop50,-0.5108359133126935,0.03027974699120303,18,18,18,0.2584549071618037,0.4122277617423248,0.3267462441401139,0.3857509692982587,0.05900472515814481,True
SARS2_DELTA_SPIKE_Dadonaite,prop50,0.015503894602372356,0.9513126807478549,18,15,18,0.2553644553644553,0.3952787543947765,0.2609842481941477,0.3141825339581556,0.05319828576400787,True
SARS2_MRPO_Flynn,prop50,0.2682976706604058,0.4535527319550734,10,8,10,0.0160288270377733,0.9987085372485046,0.0436651263539772,0.6054992905355836,0.5618341641816064,True
SARS2_PLPRO_Wu_abundance,prop50,0.6,0.0876228290414024,9,9,9,1.991526056629044e-05,0.9821300455424544,0.1003811156263673,0.4054429059712924,0.3050617903449251,True
SARS2_PLPRO_Wu_activity,prop50,0.5,0.17047066078705375,9,9,9,1.991526056629044e-05,0.9821300455424544,0.0564071258445804,0.4664738452800835,0.4100667194355031,True
SARS2_PRD0038_RBD_Starr,prop50,0.11042311661506708,0.6626984309773885,18,18,18,0.2543513957307061,0.4186891200264157,0.3373918847925182,0.4065864919640192,0.069194607171501,True
SARS2_RBD_Starr_binding,prop50,0.8848736336672416,1.0749810152147632e-06,18,17,18,0.2578241430700447,0.5135488083578191,0.1907379744111135,0.2691705949316647,0.07843262052055117,True
SARS2_RBD_Starr_expression,prop50,0.8745483870666902,2.066050932040095e-06,18,17,18,0.2578241430700447,0.5135488083578191,0.326448396312413,0.433014548406704,0.10656615209429099,True
SARS2_XBB15_RBD_Taylor,prop50,0.7600843557889541,0.00025159634151299885,18,16,18,0.2548313134621683,0.4175298804780876,0.303577436757163,0.4107315739223143,0.10715413716515132,True
